,Body1 Torque Z(N.m),Time (ms),Excitation
10,-295.813287883389,10,671.76
11,-298.377614660766,11,671.76
12,-295.544822953475,12,671.76
13,-295.273390387604,13,671.76
14,-294.480262065823,14,671.76
15,-294.288883257057,15,671.76
16,-295.164327318714,16,671.76
17,-295.51495927503,17,671.76
18,-296.897293836289,18,671.76
19,-295.253226955727,19,671.76
20,-295.740759102728,20,671.76
21,-295.893779920935,21,671.76
22,-298.682539900974,22,671.76
23,-296.761815699665,23,671.76
24,-298.516202470968,24,671.76
25,-294.518467116581,25,671.76
26,-294.346128643001,26,671.76
27,-294.317679053382,27,671.76
28,-293.858521561763,28,671.76
29,-299.468903260356,29,671.76
30,-294.245938865325,30,671.76
0,-467.573880257956,0,1082.4
1,-472.521067283455,1,1082.4
2,-475.190871142144,2,1082.4
3,-472.869803565279,3,1082.4
4,-476.625154724338,4,1082.4
5,-476.879173966453,5,1082.4
6,-474.138841122261,6,1082.4
7,-477.703768480161,7,1082.4
8,-476.476413896963,8,1082.4
9,-478.868852682097,9,1082.4
10,-475.560235062348,10,1082.4
11,-478.246641259518,11,1082.4
12,-474.558893093672,12,1082.4
13,-473.199842257865,13,1082.4
14,-472.421811497593,14,1082.4
15,-471.633480163971,15,1082.4
16,-473.824664818639,16,1082.4
17,-474.336113169898,17,1082.4
18,-476.110175382216,18,1082.4
19,-473.740972180758,19,1082.4
20,-474.543903006947,20,1082.4
21,-475.079703445637,21,1082.4
22,-478.813638362601,22,1082.4
23,-476.677231105457,23,1082.4
24,-478.619639121992,24,1082.4
25,-472.413170115295,25,1082.4
26,-472.052637471515,26,1082.4
27,-471.690298313145,27,1082.4
28,-471.680790773833,28,1082.4
29,-480.332011617057,29,1082.4
30,-472.604850760455,30,1082.4
0,-252.18062561839,0,580.68
1,-254.800812381518,1,580.68
2,-256.106933421902,2,580.68
3,-254.94845315341,3,580.68
4,-257.581214958285,4,580.68
5,-257.432898655399,5,580.68
6,-255.474500317415,6,580.68
7,-257.729832777462,7,580.68
8,-257.067491510952,8,580.68
9,-258.481709402453,9,580.68
10,-255.680033189993,10,580.68
11,-258.187934116545,11,580.68
12,-255.508314109986,12,580.68
13,-255.506562117688,13,580.68
14,-254.710520489428,14,580.68
15,-254.561681698262,15,580.68
16,-255.251123119715,16,580.68
17,-255.524044196836,17,580.68
18,-256.855051839122,18,580.68
19,-255.404774345918,19,580.68
20,-255.782931809775,20,580.68
21,-255.85598174541,21,580.68
22,-258.495154206393,22,580.68
23,-256.587017126452,23,580.68
24,-258.362973271558,24,580.68
25,-254.759632568755,25,580.68
26,-254.607719665443,26,580.68
27,-254.708935631377,27,580.68
28,-254.124058123271,28,580.68
29,-259.032560913201,29,580.68
30,-254.398706981241,30,580.68
0,-143.170897183038,0,329.40000000000003
1,-144.440323125583,1,329.40000000000003
2,-145.370551713541,2,329.40000000000003
3,-144.778039071243,3,329.40000000000003
4,-146.868622552113,4,329.40000000000003
5,-146.551916181727,5,329.40000000000003
6,-145.007973387162,6,329.40000000000003
7,-146.709995754909,7,329.40000000000003
8,-146.146112697671,8,329.40000000000003
9,-147.349712639256,9,329.40000000000003
10,-144.561057296203,10,329.40000000000003
11,-146.882446812696,11,329.40000000000003
12,-144.538758346456,12,329.40000000000003
13,-145.328475479319,13,329.40000000000003
14,-144.478597367004,14,329.40000000000003
15,-144.313863990965,15,329.40000000000003
16,-144.699145892857,16,329.40000000000003
17,-144.696209509208,17,329.40000000000003
18,-145.964765734704,18,329.40000000000003
19,-145.094442157744,19,329.40000000000003
20,-145.094432076175,20,329.40000000000003
21,-144.954966875826,21,329.40000000000003
22,-147.294841237228,22,329.40000000000003
23,-145.36811915565,23,329.40000000000003
24,-147.288641008141,24,329.40000000000003
25,-144.653007110534,25,329.40000000000003
26,-144.493496780434,26,329.40000000000003
27,-145.029752846936,27,329.40000000000003
28,-144.001579728121,28,329.40000000000003
29,-146.97278302256,29,329.40000000000003
30,-144.009685071569,30,329.40000000000003
0,-175.115528231122,0,402.84
1,-176.787436618119,1,402.84
2,-177.806498391978,2,402.84
3,-177.053975817262,3,402.84
4,-179.296703961061,4,402.84
5,-179.022200505744,5,402.84
6,-177.360502890249,6,402.84
7,-179.216317900593,7,402.84
8,-178.634269516819,8,402.84
9,-179.883568521874,9,402.84
10,-177.107033372307,10,402.84
11,-179.486729028845,11,402.84
12,-177.058535803919,12,402.84
13,-177.609882917074,13,402.84
14,-176.78408514681,14,402.84
15,-176.643052750899,15,402.84
16,-177.085477438504,16,402.84
17,-177.171777006006,17,402.84
18,-178.446163288084,18,402.84
19,-177.400132537222,19,402.84
20,-177.522260673311,20,402.84
21,-177.443707736426,21,402.84
22,-179.853855736654,22,402.84
23,-177.940207424144,23,402.84
24,-179.806812842796,24,402.84
25,-176.904502900482,25,402.84
26,-176.757558427247,26,402.84
27,-177.156021728867,27,402.84
28,-176.273432866561,28,402.84
29,-179.809615227073,29,402.84
30,-176.351781726994,30,402.84
0,-167.976400479592,0,386.40000000000003
1,-169.558789608736,1,386.40000000000003
2,-170.55647607569,2,386.40000000000003
3,-169.8401752575,3,386.40000000000003
4,-172.048363119182,4,386.40000000000003
5,-171.763882249531,5,386.40000000000003
6,-170.128808340196,6,386.40000000000003
7,-171.949653017149,7,386.40000000000003
8,-171.372398930916,8,386.40000000000003
9,-172.610373591124,9,386.40000000000003
10,-169.832266061207,10,386.40000000000003
11,-172.19916084057,11,386.40000000000003
12,-169.79087169194,12,386.40000000000003
13,-170.395042484486,13,386.40000000000003
14,-169.564497076038,14,386.40000000000003
15,-169.419490731822,15,386.40000000000003
16,-169.846853805106,16,386.40000000000003
17,-169.913788255448,17,386.40000000000003
18,-171.185960289269,18,386.40000000000003
19,-170.178820908372,19,386.40000000000003
20,-170.27445564265,20,386.40000000000003
21,-170.182194500724,21,386.40000000000003
22,-172.575390041765,22,386.40000000000003
23,-170.659344438181,23,386.40000000000003
24,-172.537218666288,24,386.40000000000003
25,-169.695648102305,25,386.40000000000003
26,-169.546660943115,26,386.40000000000003
27,-169.975224863249,27,386.40000000000003
28,-169.061260857663,28,386.40000000000003
29,-172.47092657865,29,386.40000000000003
30,-169.12331097729,30,386.40000000000003
0,-175.610120145892,0,404.04
1,-177.288220474003,1,404.04
2,-178.308796002604,2,404.04
3,-177.553754369404,3,404.04
4,-179.798886316813,4,404.04
5,-179.525085885742,5,404.04
6,-177.861537208007,6,404.04
7,-179.719787983204,7,404.04
8,-179.1373914353,8,404.04
9,-180.387499254371,9,404.04
10,-177.611048503846,10,404.04
11,-179.991625894022,11,404.04
12,-177.562032119846,12,404.04
13,-178.10972925322,13,404.04
14,-177.28424725064,14,404.04
15,-177.143461257114,15,404.04
16,-177.586978679048,16,404.04
17,-177.674607308502,17,404.04
18,-178.949166121691,18,404.04
19,-177.900449597334,19,404.04
20,-178.024395699097,20,404.04
21,-177.946794732088,21,404.04
22,-180.358143670718,22,404.04
23,-178.444650414149,23,404.04
24,-180.310491898512,24,404.04
25,-177.403949198626,25,404.04
26,-177.257130079573,26,404.04
27,-177.653523116095,27,404.04
28,-176.77308343804,28,404.04
29,-180.318035384253,29,404.04
30,-176.852573944202,30,404.04
0,-419.7119867857,0,970.2
1,-424.202636977088,1,970.2
2,-426.497300364825,2,970.2
3,-424.423671172648,3,970.2
4,-427.941192439374,4,970.2
5,-428.115410462855,5,970.2
6,-425.526278536576,6,970.2
7,-428.778900643613,7,970.2
8,-427.726208473653,8,970.2
9,-429.825065377999,9,970.2
10,-426.687408920439,10,970.2
11,-429.36661153483,11,970.2
12,-425.935193754158,12,970.2
13,-424.850146196326,13,970.2
14,-424.058454102124,14,970.2
15,-423.505746989296,15,970.2
16,-425.264692312156,16,970.2
17,-425.764860162383,17,970.2
18,-427.408330604333,18,970.2
19,-425.211226232555,19,970.2
20,-425.955470879287,20,970.2
21,-426.382860022284,21,970.2
22,-429.815013692845,22,970.2
23,-427.765952791829,23,970.2
24,-429.604268458064,24,970.2
25,-424.082075184402,25,970.2
26,-423.783157884567,26,970.2
27,-423.466243916047,27,970.2
28,-423.342937139985,28,970.2
29,-431.194784926924,29,970.2
30,-424.124085285168,30,970.2
0,-244.24001793866,0,562.32
1,-246.764201564238,1,562.32
2,-248.035952435212,2,562.32
3,-246.920412076011,3,562.32
4,-249.511720712287,4,562.32
5,-249.349006305943,5,562.32
6,-247.421781119144,6,562.32
7,-249.634106867866,7,562.32
8,-248.982557527484,8,562.32
9,-250.376012994217,9,562.32
10,-247.580529364444,10,562.32
11,-250.076191682812,11,562.32
12,-247.425520711189,12,562.32
13,-247.479263114629,13,562.32
14,-246.681801219894,14,562.32
15,-246.538220111827,15,562.32
16,-247.195048571524,16,562.32
17,-247.450747958017,17,562.32
18,-248.773194658015,18,562.32
19,-247.363148462721,19,562.32
20,-247.717476854062,20,562.32
21,-247.774601513213,21,562.32
22,-250.386252201691,22,562.32
23,-248.479343459334,23,562.32
24,-250.261840038187,24,562.32
25,-246.734856933581,25,562.32
26,-246.58567868,26,562.32
27,-246.715006439656,27,562.32
28,-246.102762612156,28,562.32
29,-250.869500140281,29,562.32
30,-246.355573594417,30,562.32
0,-478.75167904852,0,1108.68
1,-483.799493220617,1,1108.68
2,-486.562822170319,2,1108.68
3,-484.185643088729,3,1108.68
4,-487.994785639322,4,1108.68
5,-488.265719014217,5,1108.68
6,-485.492838118324,6,1108.68
7,-489.132199507083,7,1108.68
8,-487.859861715148,8,1108.68
9,-490.327576677547,9,1108.68
10,-486.97412932825,10,1108.68
11,-489.658959197037,11,1108.68
12,-485.909151804283,12,1108.68
13,-484.488828932971,13,1108.68
14,-483.715545538469,14,1108.68
15,-482.863910624282,15,1108.68
16,-485.163427027673,16,1108.68
17,-485.673984341945,17,1108.68
18,-487.480996176981,18,1108.68
19,-485.074281301024,19,1108.68
20,-485.888179451563,20,1108.68
21,-486.449830390619,21,1108.68
22,-490.25905875076,22,1108.68
23,-488.098930179812,23,1108.68
24,-490.071942693067,24,1108.68
25,-483.695615786653,25,1108.68
26,-483.320120174486,26,1108.68
27,-482.952521044937,27,1108.68
28,-482.969350710164,28,1108.68
29,-491.803427984289,29,1108.68
30,-483.925792536005,30,1108.68
0,-218.41749552813,0,502.68
1,-220.626561252293,1,502.68
2,-221.794199211044,2,502.68
3,-220.816695077612,3,502.68
4,-223.27500095606,4,502.68
5,-223.067511441611,5,502.68
6,-221.240900877173,6,502.68
7,-223.316279259991,7,502.68
8,-222.695699815892,8,502.68
9,-224.02779075978,9,502.68
10,-221.24669040651,10,502.68
11,-223.700887504414,11,502.68
12,-221.139574310491,12,502.68
13,-221.376195421,13,502.68
14,-220.571699091288,14,502.68
15,-220.437949563894,15,502.68
16,-221.00012763303,16,502.68
17,-221.196520351289,17,502.68
18,-222.495405174364,18,502.68
19,-221.218559738606,19,502.68
20,-221.49132996842,20,502.68
21,-221.497156420709,21,502.68
22,-224.025543998646,22,502.68
23,-222.119717748378,23,502.68
24,-223.928120462896,24,502.68
25,-220.64258202732,25,502.68
26,-220.498849782307,26,502.68
27,-220.723758898799,27,502.68
28,-220.017443159491,28,502.68
29,-224.323520913361,29,502.68
30,-220.201681559762,30,502.68
0,-512.572351200325,0,1188.24
1,-517.906594962672,1,1188.24
2,-520.966474760389,2,1188.24
3,-518.423755109147,3,1188.24
4,-522.391198658782,4,1188.24
5,-522.708978864933,5,1188.24
6,-519.84445457349,6,1188.24
7,-523.712192715618,7,1188.24
8,-522.294215053251,8,1188.24
9,-525.005182776888,9,1188.24
10,-521.50489746067,10,1188.24
11,-524.177114252053,11,1188.24
12,-520.234698229557,12,1188.24
13,-518.636032632503,13,1188.24
14,-517.879919544913,14,1188.24
15,-516.818348221255,15,1188.24
16,-519.461725930539,16,1188.24
17,-519.961845629838,17,1188.24
18,-521.873990017833,18,1188.24
19,-519.359675349292,19,1188.24
20,-520.20086867452,20,1188.24
21,-520.841829898948,21,1188.24
22,-524.890020462089,22,1188.24
23,-522.650329479462,23,1188.24
24,-524.730815239952,24,1188.24
25,-517.8168390106,25,1188.24
26,-517.395199750176,26,1188.24
27,-517.024475829862,27,1188.24
28,-517.119854738713,28,1188.24
29,-526.49831993939,29,1188.24
30,-518.172043938736,30,1188.24
0,-429.090100161523,0,992.16
1,-433.673389799065,1,992.16
2,-436.038316489563,2,992.16
3,-433.915351791376,3,992.16
4,-437.480375935837,4,992.16
5,-437.671086054626,5,992.16
6,-435.050877506589,6,992.16
7,-438.363857349378,7,992.16
8,-437.279242221379,8,992.16
9,-439.431979686135,9,992.16
10,-436.263497729129,10,992.16
11,-438.945842784833,11,992.16
12,-435.465439693418,12,992.16
13,-434.325285024008,13,992.16
14,-433.535410114216,14,992.16
15,-432.941083856326,15,992.16
16,-434.78057481526,16,992.16
17,-435.284897811647,17,992.16
18,-436.952610948749,18,992.16
19,-434.720286502043,19,992.16
20,-435.477547575497,20,992.16
21,-435.925908454693,21,992.16
22,-439.414555538223,22,992.16
23,-437.35018434097,23,992.16
24,-439.205512992474,24,992.16
25,-433.55462631333,25,992.16
26,-433.244017573077,26,992.16
27,-432.915330012424,27,992.16
28,-432.814470846019,28,992.16
29,-440.824985539278,29,992.16
30,-433.62412356916,30,992.16
0,-229.653229694085,0,528.6
1,-231.999934317803,1,528.6
2,-233.211440496849,2,528.6
3,-232.17419295808,3,528.6
4,-234.690006240178,4,528.6
5,-234.501596264883,5,528.6
6,-232.631376858159,6,528.6
7,-234.765789513089,7,528.6
8,-234.132491279392,8,528.6
9,-235.490154664278,9,528.6
10,-232.703867759625,10,528.6
11,-235.176407258163,11,528.6
12,-232.577118807857,12,528.6
13,-232.733717470318,13,528.6
14,-231.93275648923,14,528.6
15,-231.796075018073,15,528.6
16,-232.397297639822,16,528.6
17,-232.620101302058,17,528.6
18,-233.928426185761,18,528.6
19,-232.59319246139,19,528.6
20,-232.902217529854,20,528.6
21,-232.93026868883,21,528.6
22,-235.493709356793,22,528.6
23,-233.587961439909,23,528.6
24,-235.384235878335,24,528.6
25,-231.99489530183,25,528.6
26,-231.849454505719,26,528.6
27,-232.032010843879,27,528.6
28,-231.367599256981,28,528.6
29,-235.874026000387,29,528.6
30,-231.581205962123,30,528.6
0,-512.807277887361,0,1188.72
1,-518.143445385534,1,1188.72
2,-521.205457030321,2,1188.72
3,-518.661608711836,3,1188.72
4,-522.630129003849,4,1188.72
5,-522.948212066513,5,1188.72
6,-520.083087354441,6,1188.72
7,-523.95242823087,7,1188.72
8,-522.533388782841,8,1188.72
9,-525.246127851953,9,1188.72
10,-521.744763371801,10,1188.72
11,-524.4168511006,11,1188.72
12,-520.473071903979,12,1188.72
13,-518.873207170995,13,1188.72
14,-518.117224036878,14,1188.72
15,-517.054100300745,15,1188.72
16,-519.699949430977,16,1188.72
17,-520.199956545464,17,1188.72
18,-522.112859877867,18,1188.72
19,-519.597828237451,19,1188.72
20,-520.439180988786,20,1188.72
21,-521.080698550249,21,1188.72
22,-525.130608046281,22,1188.72
23,-522.890323067468,23,1188.72
24,-524.9716336185,24,1188.72
25,-518.053797659771,25,1188.72
26,-517.63183378727,26,1188.72
27,-517.261157153604,27,1188.72
28,-517.357072149066,28,1188.72
29,-526.739273810102,29,1188.72
30,-518.409916494632,30,1188.72
0,-247.019924045293,0,568.68
1,-249.577768412322,1,568.68
2,-250.861423499197,2,568.68
3,-249.730875531667,3,568.68
4,-252.336669062806,4,568.68
5,-252.178963995926,5,568.68
6,-250.240835314796,6,568.68
7,-252.468169470584,7,568.68
8,-251.812913083468,8,568.68
9,-253.213532203771,9,568.68
10,-250.415975920173,10,568.68
11,-252.91595165453,11,568.68
12,-250.255223801102,12,568.68
13,-250.289498490237,13,568.68
14,-249.492571505882,14,568.68
15,-249.34727237525,15,568.68
16,-250.01532831956,16,568.68
17,-250.277113699143,17,568.68
18,-251.602487436572,18,568.68
19,-250.178316370723,19,568.68
20,-250.541054061056,20,568.68
21,-250.603745704182,21,568.68
22,-253.224930255554,22,568.68
23,-251.317638924362,23,568.68
24,-253.097766746371,24,568.68
25,-249.544168833947,25,568.68
26,-249.394088884703,26,568.68
27,-249.513503799094,27,568.68
28,-248.910923139865,28,568.68
29,-253.727288486401,29,568.68
30,-249.171339154378,30,568.68
0,-59.5151382810166,0,137.64
1,-59.7086490514404,1,137.64
2,-60.4881380185886,2,137.64
3,-60.2884013884883,3,137.64
4,-62.0117481983057,4,137.64
5,-61.6159216011838,5,137.64
6,-60.3616509210942,6,137.64
7,-61.6937178239192,7,137.64
8,-61.1385377717835,8,137.64
9,-62.2808971445799,9,137.64
10,-59.3994490831137,10,137.64
11,-61.556982732064,11,137.64
12,-59.3791958041921,12,137.64
13,-60.81651804783,13,137.64
14,-59.868030744996,14,137.64
15,-59.5705594978256,15,137.64
16,-59.9299027244027,16,137.64
17,-59.6635917444296,17,137.64
18,-60.9668684858473,18,137.64
19,-60.5761138657513,19,137.64
20,-60.212639607414,20,137.64
21,-59.9188530187194,21,137.64
22,-62.1421455490037,22,137.64
23,-60.1529865410877,23,137.64
24,-62.2559362187905,24,137.64
25,-60.2594481463212,25,137.64
26,-60.0245745604445,26,137.64
27,-60.9578741144299,27,137.64
28,-59.4842356070449,28,137.64
29,-60.991263956262,29,137.64
30,-59.341324215312,30,137.64
0,-344.441755471046,0,794.64
1,-348.136250498274,1,794.64
2,-349.924143518246,2,794.64
3,-348.257883492622,3,794.64
4,-351.382104391331,4,794.64
5,-351.413425330318,5,794.64
6,-349.094576816009,6,794.64
7,-351.879121852477,7,794.64
8,-351.042790918383,8,794.64
9,-352.771253590599,9,794.64
10,-349.83434256674,10,794.64
11,-352.460934371517,11,794.64
12,-349.398117031946,12,794.64
13,-348.778035099632,13,794.64
14,-347.983008351329,14,794.64
15,-347.687061394695,15,794.64
16,-348.876595294329,16,794.64
17,-349.309570590118,17,794.64
18,-350.783237727717,18,794.64
19,-348.895008715025,19,794.64
20,-349.506822101763,20,794.64
21,-349.770399147291,21,794.64
22,-352.795788804347,22,794.64
23,-350.839515250216,23,794.64
24,-352.596916680279,24,794.64
25,-348.019373730379,25,794.64
26,-347.803899954128,26,794.64
27,-347.629150265603,27,794.64
28,-347.318282036335,28,794.64
29,-353.866984462387,29,794.64
30,-347.866351660827,30,794.64
0,-325.46104266394,0,750.4799999999999
1,-328.941901441116,1,750.4799999999999
2,-330.618187477908,2,750.4799999999999
3,-329.05676060546,3,750.4799999999999
4,-332.079497922786,4,750.4799999999999
5,-332.073033244491,5,750.4799999999999
6,-329.826990930739,6,750.4799999999999
7,-332.498376470322,7,750.4799999999999
8,-331.705609094561,8,750.4799999999999
9,-333.357655813599,9,750.4799999999999
10,-330.458344755161,10,750.4799999999999
11,-333.064686776116,11,750.4799999999999
12,-330.087350435318,12,750.4799999999999
13,-329.59037544366,13,750.4799999999999
14,-328.796266344719,14,750.4799999999999
15,-328.54450991478,15,750.4799999999999
16,-329.61302097887,16,750.4799999999999
17,-330.019603669447,17,750.4799999999999
18,-331.457711124144,18,750.4799999999999
19,-329.654652164663,19,750.4799999999999
20,-330.224911334066,20,750.4799999999999
21,-330.448388898366,21,750.4799999999999
22,-333.384275386381,22,750.4799999999999
23,-331.443375436298,23,750.4799999999999
24,-333.19504708569,24,750.4799999999999
25,-328.832632516072,25,750.4799999999999
26,-328.634446280944,26,750.4799999999999
27,-328.508135425715,27,750.4799999999999
28,-328.146312689748,28,750.4799999999999
29,-334.359869264022,29,750.4799999999999
30,-328.63594485038,30,750.4799999999999
0,-174.559382085143,0,401.52
1,-176.224326368149,1,401.52
2,-177.241691044286,2,401.52
3,-176.491999585323,3,401.52
4,-178.732026435815,4,401.52
5,-178.456734286507,5,401.52
6,-176.797117092375,6,401.52
7,-178.650195227153,7,401.52
8,-178.068535838693,8,401.52
9,-179.316929124347,9,401.52
10,-176.540295266739,10,401.52
11,-178.918998669368,11,401.52
12,-176.492376964314,12,401.52
13,-177.047829795001,13,401.52
14,-176.221674958152,14,401.52
15,-176.080360991606,15,401.52
16,-176.521564534272,16,401.52
17,-176.606367724564,17,401.52
18,-177.880562955326,18,401.52
19,-176.837553587302,19,401.52
20,-176.957634794847,20,401.52
21,-176.878011776688,21,401.52
22,-179.286813459892,22,401.52
23,-177.372989072785,23,401.52
24,-179.240456098071,24,401.52
25,-176.342901841654,25,401.52
26,-176.195813956883,26,401.52
27,-176.596607476061,27,401.52
28,-175.711598217493,28,401.52
29,-179.237920270204,29,401.52
30,-175.788665213756,30,401.52
0,-501.400325978027,0,1161.84
1,-506.641871864134,1,1161.84
2,-509.601523861711,2,1161.84
3,-507.112781114866,3,1161.84
4,-511.028680365593,4,1161.84
5,-511.331704506509,5,1161.84
6,-508.496313642806,6,1161.84
7,-512.288089063783,7,1161.84
8,-510.919805115235,8,1161.84
9,-513.547840975356,9,1161.84
10,-510.097908241322,10,1161.84
11,-512.77561139704,11,1161.84
12,-508.897626089147,12,1161.84
13,-507.356645090172,13,1161.84
14,-506.594480219813,14,1161.84
15,-505.605260129557,15,1161.84
16,-508.132422148783,16,1161.84
17,-508.637243087141,17,1161.84
18,-510.513765789532,18,1161.84
19,-508.034035243281,19,1161.84
20,-508.867168548556,20,1161.84
21,-509.481758652307,21,1161.84
22,-513.449141840066,22,1161.84
23,-511.237042153251,23,1161.84
24,-513.279527909434,24,1161.84
25,-506.547129361162,25,1161.84
26,-506.140862207001,26,1161.84
27,-505.769011869932,27,1161.84
28,-505.838704197018,28,1161.84
29,-515.038777297823,29,1161.84
30,-506.859606085201,30,1161.84
0,-86.8366911230278,0,200.16
1,-87.3848794261066,1,200.16
2,-88.2006424046059,2,200.16
3,-87.8769640746811,3,200.16
4,-89.7151030738495,4,200.16
5,-89.3399880262893,5,200.16
6,-87.994263156441,6,200.16
7,-89.4419320218798,7,200.16
8,-88.8899804179031,8,200.16
9,-90.0431631665413,9,200.16
10,-87.2016876759943,10,200.16
11,-89.4144223506647,11,200.16
12,-87.1912515170961,12,200.16
13,-88.4134303347722,13,200.16
14,-87.5029307604605,14,200.16
15,-87.2598562894575,15,200.16
16,-87.6080825502698,16,200.16
17,-87.4323917653477,17,200.16
18,-88.7163671100167,18,200.16
19,-88.1660195348412,19,200.16
20,-87.9281508575095,20,200.16
21,-87.6839201031872,21,200.16
22,-89.9346531561344,22,200.16
23,-87.9702410488341,23,200.16
24,-90.0072417158967,24,200.16
25,-87.8111789993002,25,200.16
26,-87.6077262993202,26,200.16
27,-88.4057542890975,27,200.16
28,-87.0879249808038,28,200.16
29,-89.0704902165552,29,200.16
30,-86.9889701748966,30,200.16
0,-111.630782875019,0,257.04
1,-112.498119230795,1,257.04
2,-113.357666539993,2,257.04
3,-112.917841801293,3,257.04
4,-114.864511279221,4,257.04
5,-114.512525466817,5,257.04
6,-113.081115370447,6,257.04
7,-114.638076400222,7,257.04
8,-114.083997766074,8,257.04
9,-115.254665869904,9,257.04
10,-112.441367338911,10,257.04
11,-114.702804291807,11,257.04
12,-112.431077561724,12,257.04
13,-113.461041573846,13,257.04
14,-112.580124403362,14,257.04
15,-112.377187575602,15,257.04
16,-112.731754146193,16,257.04
17,-112.634471357247,17,257.04
18,-113.907609433748,18,257.04
19,-113.214892125618,19,257.04
20,-113.085222443627,20,257.04
21,-112.886679277144,21,257.04
22,-115.171225460644,22,257.04
23,-113.225624374815,23,257.04
24,-115.208093945686,24,257.04
25,-112.823278251226,25,257.04
26,-112.642620214473,26,257.04
27,-113.322555956377,27,257.04
28,-112.13742983134,28,257.04
29,-114.553812309038,29,257.04
30,-112.082896915333,30,257.04
0,-77.6949134765515,0,179.28
1,-78.1247744152,1,179.28
2,-78.9270077491799,2,179.28
3,-78.6452723520544,3,179.28
4,-80.4444379710883,4,179.28
5,-80.0618352643281,5,179.28
6,-78.7470586845833,6,179.28
7,-80.155484401116,7,179.28
8,-79.6030976557136,8,179.28
9,-80.7516818765812,9,179.28
10,-77.8978662856065,10,179.28
11,-80.0923123993601,11,179.28
12,-77.8852721331159,12,179.28
13,-79.1790468828865,13,179.28
14,-78.2564692046269,14,179.28
15,-77.9963759486417,15,179.28
16,-78.3462144749745,16,179.28
17,-78.1406892250168,17,179.28
18,-79.4302655126978,18,179.28
19,-78.933005699519,19,179.28
20,-78.6538499868919,20,179.28
21,-78.3929464019886,21,179.28
22,-80.6333531611639,22,179.28
23,-78.6611297776013,23,179.28
24,-80.7195159837221,24,179.28
25,-78.5912102630878,25,179.28
26,-78.377978041111,26,179.28
27,-79.2206735854414,27,179.28
28,-77.8518230514369,28,179.28
29,-79.6749803743407,29,179.28
30,-77.737581304059,30,179.28
0,-313.796248978283,0,723.48
1,-317.143664365686,1,723.48
2,-318.754589650289,2,723.48
3,-317.257693934265,3,723.48
4,-320.21793153072,4,723.48
5,-320.188257635464,5,723.48
6,-317.987531002299,6,723.48
7,-320.590443396448,7,723.48
8,-319.822343890871,8,723.48
9,-321.4306015825,9,723.48
10,-318.551856366655,10,723.48
11,-321.144549514008,11,723.48
12,-318.218119368754,12,723.48
13,-317.797881728823,13,723.48
14,-317.004293228125,14,723.48
15,-316.775913835949,15,723.48
16,-317.774682346025,16,723.48
17,-318.163273699499,17,723.48
18,-319.581057176433,18,723.48
19,-317.831705964719,19,723.48
20,-318.37476185197,20,723.48
21,-318.573844448239,21,723.48
22,-321.457303001429,22,723.48
23,-319.524362441918,23,723.48
24,-321.275160730917,24,723.48
25,-317.040852149941,25,723.48
26,-316.852327379,26,723.48
27,-316.758066251747,27,723.48
28,-316.363783474305,28,723.48
29,-322.370521694359,29,723.48
30,-316.817895510521,30,723.48
0,-367.305107087235,0,847.92
1,-371.250599892998,1,847.92
2,-373.181549934085,2,847.92
3,-371.389678836457,3,847.92
4,-374.635389044822,4,847.92
5,-374.711809509291,5,847.92
6,-372.30724522766,6,847.92
7,-375.230756352301,7,847.92
8,-374.336229395977,8,847.92
9,-376.165557798374,9,847.92
10,-373.176458545809,10,847.92
11,-375.823993526184,11,847.92
12,-372.654012607695,12,847.92
13,-371.88865053553,13,847.92
14,-371.092865555161,14,847.92
15,-370.733217763177,15,847.92
16,-372.08076511097,16,847.92
17,-372.540618007624,17,847.92
18,-374.061129093256,18,847.92
19,-372.074085795762,19,847.92
20,-372.731539352127,20,847.92
21,-373.043998607008,21,847.92
22,-376.184167865198,22,847.92
23,-374.205292493508,23,847.92
24,-375.97701595425,24,847.92
25,-371.128727052485,25,847.92
26,-370.890137501824,26,847.92
27,-370.663417696087,27,847.92
28,-370.411359465596,28,847.92
29,-377.360967548093,29,847.92
30,-371.030496272027,30,847.92
0,-150.791795570598,0,346.92
1,-152.157683290152,1,346.92
2,-153.10751764713,2,346.92
3,-152.477318663645,3,346.92
4,-154.603626028327,4,346.92
5,-154.296411545306,5,346.92
6,-152.724707765846,6,346.92
7,-154.462791918019,7,346.92
8,-153.895335765463,8,346.92
9,-155.108691427986,9,346.92
10,-152.324107474242,10,346.92
11,-154.659641315964,11,346.92
12,-152.296859111703,12,346.92
13,-153.029243392998,13,346.92
14,-152.18577668787,14,346.92
15,-152.028076367203,15,346.92
16,-152.424599766327,16,346.92
17,-152.443548792846,17,346.92
18,-153.712538228774,18,346.92
19,-152.799909385179,19,346.92
20,-152.829878903835,20,346.92
21,-152.704846166883,21,346.92
22,-155.060176954218,22,346.92
23,-153.137130521265,23,346.92
24,-155.043971598331,24,346.92
25,-152.34589911294,25,346.92
26,-152.190192364872,26,346.92
27,-152.692855325796,27,346.92
28,-151.700630834139,28,346.92
29,-154.806347796684,29,346.92
30,-151.724867752174,30,346.92
0,-113.887813858824,0,262.2
1,-114.784071423959,1,262.2
2,-115.648118453556,2,262.2
3,-115.197548988447,3,262.2
4,-117.154301336117,4,262.2
5,-116.804623446262,5,262.2
6,-115.365289944633,6,262.2
7,-116.932407372301,7,262.2
